PktCount,SumPktLength,MaxPktLength,MinPktLength,MeanPktLength,SumIat,MaxIat,MinIat,MeanIat,FlowDuration,InitialWindow,SumWindow,MaxWindow,MinWindow,MeanWindow,IsTCP,isVideo
29.0,6036.0,683.0,66.0,208.13793103448276,9874387.0,2215530.0,0.0,352656.6785714286,9874387.0,65535.0,3138047.0,130048.0,65535.0,108208.5172413793,1.0,0.0
29.0,23125.0,1414.0,66.0,797.4137931034483,9733499.0,2378977.0,180.0,347624.96428571426,9733499.0,65535.0,1929215.0,66560.0,65535.0,66524.6551724138,1.0,0.0
1.0,74.0,74.0,74.0,74.0,0.0,0.0,0.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,65535.0,1.0,0.0
104.0,14667.0,783.0,66.0,141.02884615384616,57046611.0,20020285.0,0.0,553850.5922330098,57046611.0,65535.0,16444927.0,211456.0,65535.0,158124.29807692306,1.0,0.0
17.0,1544.0,241.0,54.0,90.82352941176471,561564.0,146289.0,0.0,35097.75,561564.0,65535.0,1225727.0,101376.0,0.0,72101.58823529411,1.0,0.0
111.0,46251.0,1414.0,66.0,416.6756756756757,56897710.0,20144447.0,91.0,517251.9090909091,56897710.0,65535.0,7387135.0,66560.0,65535.0,66550.76576576577,1.0,0.0
14.0,5636.0,1414.0,66.0,402.57142857142856,429779.0,146959.0,118.0,33059.92307692308,429779.0,65535.0,930815.0,66560.0,65535.0,66486.78571428571,1.0,0.0
12.0,1121.0,241.0,54.0,93.41666666666667,583885.0,143984.0,0.0,53080.454545454544,583885.0,65535.0,921599.0,101376.0,0.0,76799.91666666667,1.0,0.0
15.0,1436.0,241.0,54.0,95.73333333333333,568275.0,141326.0,0.0,40591.07142857143,568275.0,65535.0,1111039.0,99840.0,0.0,74069.26666666666,1.0,0.0
78.0,14401.0,908.0,66.0,184.62820512820514,58302733.0,19982437.0,0.0,757178.3506493507,58302733.0,65535.0,10575871.0,184832.0,65535.0,135588.08974358975,1.0,0.0
12.0,5466.0,1414.0,66.0,455.5,444729.0,150504.0,99.0,40429.90909090909,444729.0,65535.0,797695.0,66560.0,65535.0,66474.58333333333,1.0,0.0
13.0,5570.0,1414.0,66.0,428.46153846153845,435475.0,143667.0,60.0,36289.583333333336,435475.0,65535.0,864255.0,66560.0,65535.0,66481.15384615384,1.0,0.0
84.0,23154.0,1414.0,66.0,275.64285714285717,58162390.0,20191886.0,122.0,700751.686746988,58162390.0,65535.0,5590015.0,66560.0,65535.0,66547.79761904762,1.0,0.0
18.0,1607.0,238.0,54.0,89.27777777777777,526439.0,128697.0,0.0,30967.0,526439.0,65535.0,1327103.0,101376.0,0.0,73727.94444444444,1.0,0.0
15.0,5714.0,1414.0,66.0,380.93333333333334,399194.0,132507.0,47.0,28513.85714285714,399194.0,65535.0,997375.0,66560.0,65535.0,66491.66666666667,1.0,0.0
21.0,3197.0,822.0,66.0,152.23809523809524,89993754.0,52191261.0,0.0,4499687.7,89993754.0,65535.0,1982975.0,97792.0,65535.0,94427.38095238095,1.0,0.0
19.0,5273.0,1414.0,54.0,277.5263157894737,90003778.0,52204083.0,84.0,5000209.888888889,90003778.0,65535.0,1197055.0,66560.0,0.0,63002.89473684211,1.0,0.0
16.0,3824.0,1090.0,66.0,239.0,68518435.0,60871885.0,0.0,4567895.666666667,68518435.0,65535.0,1499647.0,101376.0,65535.0,93727.9375,1.0,0.0
12.0,2824.0,1090.0,66.0,235.33333333333334,62296922.99999999,61499968.0,0.0,5663356.636363636,62296922.99999999,65535.0,1104895.0,98816.0,65535.0,92074.58333333333,1.0,0.0
12.0,2193.0,878.0,66.0,182.75,62286577.99999999,60940523.0,0.0,5662416.181818181,62286577.99999999,65535.0,1097215.0,98816.0,65535.0,91434.58333333333,1.0,0.0
14.0,5947.0,1414.0,66.0,424.7857142857143,68380418.0,61657983.0,197.0,5260032.153846154,68380418.0,1428.0,75560.0,9728.0,1428.0,5397.142857142857,1.0,0.0
9.0,4667.0,1414.0,66.0,518.5555555555555,62149799.0,61110103.0,174.0,7768724.875,62149799.0,1428.0,26920.0,4608.0,1428.0,2991.1111111111113,1.0,0.0
10.0,5102.0,1414.0,66.0,510.2,62134767.0,61708798.0,164.0,6903863.0,62134767.0,1428.0,42900.0,7680.0,1428.0,4290.0,1.0,0.0
1.0,86.0,86.0,86.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,5652.0,1090.0,66.0,217.3846153846154,23027677.0,20000212.0,0.0,921107.08,23027677.0,65535.0,2522623.0,101376.0,65535.0,97023.96153846153,1.0,0.0
1.0,190.0,190.0,190.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,5822.0,1414.0,66.0,232.88,22685217.0,20001248.0,125.0,945217.375,22685217.0,65535.0,1662975.0,66560.0,65535.0,66519.0,1.0,0.0
1.0,76.0,76.0,76.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,158.0,158.0,158.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
